ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Inflected_Forms
tomo1244-1-113_birdchicken-1,,tomo1244-1,113_birdchicken,men,men,m e n,cf. Grace (1955a): <mɛn> 'lungs (= bird)',BarlowKillian2023,,,^ m e n $,default,"m=men (sg), e=men (pl)"
tomo1244-1-119_birdsphawktptaragau-1,,tomo1244-1,119_birdsphawktptaragau,men pur,men pur,m e n + p u r,literally 'bird big',BarlowKillian2023,,,^ m e n + p u r $,default,m=men pur (sg)
tomo1244-1-413_insectspcentipede-1,,tomo1244-1,413_insectspcentipede,menes,menes,m e n e s,also pronounced as [mnes],BarlowKillian2023,,,^ m e n e s $,default,e=menes (pl)
tomo1244-1-195_conchsp-2,,tomo1244-1,195_conchsp,mluŋ,mluŋ,m l u ŋ,or is this /m=luŋ/?,BarlowKillian2023,,,^ m l u ŋ $,default,
tomo1244-1-415_insectspdoglouse-1,,tomo1244-1,415_insectspdoglouse,mnor,mnor,m n o r,reanalyzed singular /m=/?; reanalyzed prefix /me-/?,BarlowKillian2023,,,^ m n o r $,default,"e=mnor (pl), e=nor (pl) (?)"
tomo1244-1-673_starfish-1,,tomo1244-1,673_starfish,momŋol,momŋol,m o m ŋ o l,,BarlowKillian2023,,,^ m o m ŋ o l $,default,
tomo1244-1-946_wormspearthwormsp-3,,tomo1244-1,946_wormspearthwormsp,morbieŋ,morbieŋ,m o r b i e ŋ,"compound?; also /bieŋ/, /manmie/; /murkun/, based on Ross (1980); cf. Grace (1955a): <kamorbieŋ> 'worm' (prefix /ka-/?)",BarlowKillian2023,,,^ m o r b i e ŋ $,default,
tomo1244-1-222_dolphindugong-1,,tomo1244-1,222_dolphindugong,morip,morip,m o r i p,,BarlowKillian2023,,,^ m o r i p $,default,e=morip (pl)
tomo1244-1-643_snakesppythontpmoran-1,,tomo1244-1,643_snakesppythontpmoran,mosum,mosum,m o s u m,,BarlowKillian2023,,,^ m o s u m $,default,
tomo1244-1-276_femalepigsowfemaleofanyspecies-1,,tomo1244-1,276_femalepigsowfemaleofanyspecies,motam,motam,m o t a m,usually possessed,BarlowKillian2023,,,^ m o t a m $,default,motam he-n (3sg); ne=motam he-n (3sg)/(sg); e=motam he (pl)
tomo1244-1-317_flyingfoxbat-1,,tomo1244-1,317_flyingfoxbat,msik,msik,m s i k,reanalyzed singular /m=/?; reanalyzed prefix /me-/?,BarlowKillian2023,,,^ m s i k $,default,"ne=msik (sg), e=msik (pl)"
tomo1244-1-411_insectspbrownant-1,,tomo1244-1,411_insectspbrownant,ndan,ndan,n d a n,same as 'ground'?,BarlowKillian2023,,,^ n d a n $,default,e=ndan (pl)
tomo1244-1-516_nestbirdnestantnest-1,,tomo1244-1,516_nestbirdnestantnest,ndin,ndin,n d i n,,BarlowKillian2023,,,^ n d i n $,default,"m=din (sg) (?), e=ndin (pl)"
tomo1244-1-370_grubspbigediblegrubthatlivesinrottenwood-1,,tomo1244-1,370_grubspbigediblegrubthatlivesinrottenwood,ndir,ndir,n d i r,,BarlowKillian2023,,,^ n d i r $,default,"e=ndir (pl); ka-ndir (prefix /ka-/), e=ka-ndir (pl)"
tomo1244-1-293_fishspcatfishtpmausgraspis-1,,tomo1244-1,293_fishspcatfishtpmausgraspis,ndulie,ndulie,n d u l i e,,BarlowKillian2023,,,^ n d u l i e $,default,e=ndulie (pl)
tomo1244-1-920_wallaby-1,,tomo1244-1,920_wallaby,nuʝek,nuʝek,n u ʝ e k,"also /muʝek/, based on Ross (1980)",BarlowKillian2023,,,^ n u ʝ e k $,default,"ne=nuʝek (sg), e=nuʝek (pl)"
tomo1244-1-660_spiderweb-1,,tomo1244-1,660_spiderweb,ŋaedir,ŋaedir,ŋ a e d i r,,BarlowKillian2023,,,^ ŋ a e d i r $,default,
tomo1244-1-598_roefisheggs-1,,tomo1244-1,598_roefisheggs,ŋapa,ŋapa,ŋ a p a,same as 'cane grass'?,BarlowKillian2023,,,^ ŋ a p a $,default,
tomo1244-1-433_jellyfishsp-1,,tomo1244-1,433_jellyfishsp,pagan,pagan,p a g a n,,BarlowKillian2023,,,^ p a g a n $,default,
tomo1244-1-117_birdspcockatootpkoki-1,,tomo1244-1,117_birdspcockatootpkoki,pale,pale,p a l e,,BarlowKillian2023,,,^ p a l e $,default,e=pale (pl)
tomo1244-1-303_fishspraytppar-1,,tomo1244-1,303_fishspraytppar,pan,pan,p a n,,BarlowKillian2023,,,^ p a n $,default,lo-pan (prefix /lo-/)
tomo1244-1-412_insectspbutterfly-1,,tomo1244-1,412_insectspbutterfly,paŋgolpip,paŋgolpip,p a ŋ g o l p i p,"also /molpim/, based on Grace (1955a); /pamŋolpim/, based on Ross (1980)",BarlowKillian2023,,,^ p a ŋ g o l p i p $,default,
tomo1244-1-221_dog-1,,tomo1244-1,221_dog,pap,pap,p a p,"this word almost always has a singular marker: /ne pap/; loan? (cf., e.g., Kunanua: Meyer 1961: 303 <pap> 'Hund' ['dog'])",BarlowKillian2023,,,^ p a p $,default,"ne=pap (sg), ro=pap (du), e=pap (pl)"
tomo1244-1-304_fishspredemperor-1,,tomo1244-1,304_fishspredemperor,paβoe,paβoe,p a β o e,,BarlowKillian2023,,,^ p a β o e $,default,lo-paβoe (prefix /lo-/)
tomo1244-1-288_fish-1,,tomo1244-1,288_fish,pe,pe,p e,,BarlowKillian2023,,,^ p e $,default,"m=pe (sg), ne=pe (sg), e=pe (pl)"
tomo1244-1-305_fishspredsaltwaterfish-1,,tomo1244-1,305_fishspredsaltwaterfish,peperen,peperen,p e p e r e n,reduplication?,BarlowKillian2023,,,^ p e p e r e n $,default,lo-peperen (prefix /lo-/)
tomo1244-1-433_jellyfishsp-2,,tomo1244-1,433_jellyfishsp,pere,pere,p e r e,,BarlowKillian2023,,,^ p e r e $,default,e=pere (pl)
tomo1244-1-203_crayfishspsmall-1,,tomo1244-1,203_crayfishspsmall,pik,pik,p i k,,BarlowKillian2023,,,^ p i k $,default,"ne=pik (sg), e=pik (pl)"
tomo1244-1-698_tail-1,,tomo1244-1,698_tail,piuk,piuk,p i u k,,BarlowKillian2023,,,^ p i u k $,default,"ne=piuk (sg), e=piuk (pl); ka-piuk (prefix /ka-/)"
tomo1244-1-120_birdsphornbilltpkokomo-1,,tomo1244-1,120_birdsphornbilltpkokomo,pogoŋ,pogoŋ,p o g o ŋ,,BarlowKillian2023,,,^ p o g o ŋ $,default,
tomo1244-1-501_mouse-1,,tomo1244-1,501_mouse,pormandek,pormandek,p o r m a n d e k,,BarlowKillian2023,,,^ p o r m a n d e k $,default,
tomo1244-1-296_fishspfishwithasharpnose-1,,tomo1244-1,296_fishspfishwithasharpnose,pua,pua,p u a,,BarlowKillian2023,,,^ p u a $,default,ka-pua (prefix /ka-/)
tomo1244-1-371_grubspbigwhiteediblegrubthatlivesinrottenwood-1,,tomo1244-1,371_grubspbigwhiteediblegrubthatlivesinrottenwood,pulha,pulha,p u l h a,,BarlowKillian2023,,,^ p u l h a $,default,
tomo1244-1-609_seacucumber-1,,tomo1244-1,609_seacucumber,purumbiria,purumbiria,p u r u m b i r i a,cf. /biria/ 'breadfruit',BarlowKillian2023,,,^ p u r u m b i r i a $,default,
tomo1244-1-66_animalmeat-1,,tomo1244-1,66_animalmeat,rakabuk,rakabuk,r a k a b u k,,BarlowKillian2023,,,^ r a k a b u k $,default,"e=rakabuk (pl), buŋ-rakabuk (prefix /buŋ-/), da-rakabuk (prefix /da-/)"
tomo1244-1-420_insectspmosquito-1,,tomo1244-1,420_insectspmosquito,ramua,ramua,r a m u a,"also /makinkini/, based on Grace (1955a)",BarlowKillian2023,,,^ r a m u a $,default,e=ramua (pl); ka-ramua (prefix /ka-/)
tomo1244-1-567_pigletsmallpig-1,,tomo1244-1,567_pigletsmallpig,rek buo,rek buo,r e k + b u o,literally 'small pig',BarlowKillian2023,,,^ r e k + b u o $,default,ne=rek buo (sg)
tomo1244-1-306_fishspredsnapper-1,,tomo1244-1,306_fishspredsnapper,ser,ser,s e r,,BarlowKillian2023,,,^ s e r $,default,lo-ser (prefix /lo-/)
tomo1244-1-473_malepigboarmaleofanyspecies-1,,tomo1244-1,473_malepigboarmaleofanyspecies,si,si,s i,usually possessed,BarlowKillian2023,,,^ s i $,default,si he=n (3sg); ne=si he=n (3sg)/(sg); kur-si he=n (3sg) (prefix /kur-/); e=si he (pl)
tomo1244-1-414_insectspcockroach-1,,tomo1244-1,414_insectspcockroach,soma,soma,s o m a,,BarlowKillian2023,,,^ s o m a $,default,
tomo1244-1-295_fishspeel-1,,tomo1244-1,295_fishspeel,tabluk,tabluk,t a b l u k,,BarlowKillian2023,,,^ t a b l u k $,default,
tomo1244-1-176_clam-1,,tomo1244-1,176_clam,tia,tia,t i a,,BarlowKillian2023,,,^ t i a $,default,e=tia (pl)
tomo1244-1-300_fishsplongwhitefish-1,,tomo1244-1,300_fishsplongwhitefish,tonae,tonae,t o n a e,,BarlowKillian2023,,,^ t o n a e $,default,
tomo1244-1-122_birdspowl-1,,tomo1244-1,122_birdspowl,turtur,turtur,t u r t u r,,BarlowKillian2023,,,^ t u r t u r $,default,
tomo1244-1-465_lizard-1,,tomo1244-1,465_lizard,uriep,uriep,u r i e p,reanalyzed singular /ne=/?,BarlowKillian2023,,,^ u r i e p $,default,"ne=uriep (sg), e=uriep (pl), e=neuriep (pl) (?)"
tomo1244-1-525_octopus-1,,tomo1244-1,525_octopus,usingi,usingi,u s i n g i,,BarlowKillian2023,,,^ u s i n g i $,default,
tomo1244-1-417_insectspflyhousefly-2,,tomo1244-1,417_insectspflyhousefly,βalmaget,βalmaget,β a l m a g e t,"compound?; also /get/, /βolmaget/",BarlowKillian2023,,,^ β a l m a g e t $,default,
tomo1244-1-294_fishspcodtpbikmaus-1,,tomo1244-1,294_fishspcodtpbikmaus,βer,βer,β e r,,BarlowKillian2023,,,^ β e r $,default,e=βer (pl); loβer (prefix /lo-/)
tomo1244-1-128_birdspwilliewagtailtoiletkeeper-1,,tomo1244-1,128_birdspwilliewagtailtoiletkeeper,βime,βime,β i m e,,BarlowKillian2023,,,^ β i m e $,default,
tomo1244-1-417_insectspflyhousefly-3,,tomo1244-1,417_insectspflyhousefly,βolmaget,βolmaget,β o l m a g e t,"compound?; also /get/, /βalmaget/",BarlowKillian2023,,,^ β o l m a g e t $,default,e=βolmaget (pl)
tomo1244-1-424_insectspwasp-1,,tomo1244-1,424_insectspwasp,βoŋ,βoŋ,β o ŋ,,BarlowKillian2023,,,^ β o ŋ $,default,e=βoŋ (pl)
tomo1244-1-307_fishsptilapiatpmakau-1,,tomo1244-1,307_fishsptilapiatpmakau,βria,βria,β r i a,"Simon Mangil: <vria>, but it may be pronounced with a prothetic schwa: [əβria]",BarlowKillian2023,,,^ β r i a $,default,
tomo1244-1-642_snakespcobra-1,,tomo1244-1,642_snakespcobra,βuloun,βuloun,β u l o u n,,BarlowKillian2023,,,^ β u l o u n $,default,
tomo1244-1-297_fishspfishwiththickskin-1,,tomo1244-1,297_fishspfishwiththickskin,βuβen,βuβen,β u β e n,,BarlowKillian2023,,,^ β u β e n $,default,
tomo1244-1-101_beancornmaize-1,,tomo1244-1,101_beancornmaize,ba,ba,b a,,BarlowKillian2023,,,^ b a $,default,"m=ba (sg); buŋ-ba (prefix /buŋ-/), ka-ba [kamba] (prefix /ka-/)"
tomo1244-1-109_betelpeppertpdaka-1,,tomo1244-1,109_betelpeppertpdaka,beul,beul,b e u l,the meaning of /be-/ is uncertain; /ul/ (also) means 'betel pepper',BarlowKillian2023,,,^ b e u l $,default,
tomo1244-1-569_plantsp-1,,tomo1244-1,569_plantsp,bilal,bilal,b i l a l,,BarlowKillian2023,,,^ b i l a l $,default,
tomo1244-1-143_breadfruit-1,,tomo1244-1,143_breadfruit,biria,biria,b i r i a,"also /pena/, based on Grace (1955a)",BarlowKillian2023,,,^ b i r i a $,default,"ne=biria (sg), e=biria (pl)"
tomo1244-1-704_tarospplantedintheground-1,,tomo1244-1,704_tarospplantedintheground,bobo,bobo,b o b o,reduplication,BarlowKillian2023,,,^ b o b o $,default,
tomo1244-1-70_arecanutbetelnut-1,,tomo1244-1,70_arecanutbetelnut,bu,bu,b u,same as 'to fall (of rain)'; cf. Reesink (2005: 183): <mbu> 'heart',BarlowKillian2023,,,^ b u $,default,"m=bu (sg), e=bu (pl); buŋ-bu (prefix /buŋ-/)"
tomo1244-1-524_nutspwildbetelnuttpkawiwi-1,,tomo1244-1,524_nutspwildbetelnuttpkawiwi,bubek,bubek,b u b e k,literally 'areca bitter'?,BarlowKillian2023,,,^ b u b e k $,default,"buŋ-bubek (prefix /buŋ-/), ka-bubek (prefix /ka-/)"
tomo1244-1-600_rootcassava-1,,tomo1244-1,600_rootcassava,bulhe,bulhe,b u l h e,"prefix /bul-/, from prefix /buŋ-/; literally 'bundle of sticks'?",BarlowKillian2023,,,^ b u l h e $,default,"bulhe-n (3sg); ne=bulhe (sg), e=bulhe (pl)"
tomo1244-1-188_coconutfruit-1,,tomo1244-1,188_coconutfruit,bulme,bulme,b u l m e,"prefix /bu-/, from prefix /buŋ-/ with /lme/ 'coconut'",BarlowKillian2023,,,^ b u l m e $,default,"ro=bulme (du), e=bulme (pl) buŋ-bulme (prefix /buŋ-/) (double prefix: first is fossilized)"
tomo1244-1-340_galipnutfruitofthecanariumtree-1,,tomo1244-1,340_galipnutfruitofthecanariumtree,buŋali,buŋali,b u ŋ a l i,"prefix /bu-/, from prefix /buŋ-/, with /ŋali/ 'galip nut'; degemination",BarlowKillian2023,,,^ b u ŋ a l i $,default,
tomo1244-1-144_breadfruitfruit-1,,tomo1244-1,144_breadfruitfruit,buŋbiria,buŋbiria,b u ŋ b i r i a,prefix /buŋ-/ with /biria/ 'breadfruit',BarlowKillian2023,,,^ b u ŋ b i r i a $,default,
tomo1244-1-280_figfruit-1,,tomo1244-1,280_figfruit,buŋhumri,buŋhumri,b u ŋ h u m r i,prefix /buŋ-/ with /humri/ 'fig tree',BarlowKillian2023,,,^ b u ŋ h u m r i $,default,
tomo1244-1-90_bananafruit-1,,tomo1244-1,90_bananafruit,buŋmao,buŋmao,b u ŋ m a o,prefix /buŋ-/ with /mao/ 'banana',BarlowKillian2023,,,^ b u ŋ m a o $,default,
tomo1244-1-600_rootcassava-2,,tomo1244-1,600_rootcassava,buol,buol,b u o l,cf. /bulhe/ 'root'; also /topiok/,BarlowKillian2023,,,^ b u o l $,default,
tomo1244-1-737_tobacco-1,,tomo1244-1,737_tobacco,buolak,buolak,b u o l a k,"also /siuku/, based on Grace (1955a)",BarlowKillian2023,,,^ b u o l a k $,default,ne=buolak (sg)
tomo1244-1-365_grass-1,,tomo1244-1,365_grass,del,del,d e l,same as 'party'?,BarlowKillian2023,,,^ d e l $,default,"ne=del (sg), e=del (pl); ka-del (prefix /ka-/)"
tomo1244-1-731_thornneedle-1,,tomo1244-1,731_thornneedle,diŋ,diŋ,d i ŋ,,BarlowKillian2023,,,^ d i ŋ $,default,"n=diŋ (sg), e=diŋ (pl); ka-diŋ (prefix /ka-/), da-diŋ [dandiŋ] (prefix /da-/)"
tomo1244-1-315_flowerflowersusedtodecoratethevillagetppurpur-1,,tomo1244-1,315_flowerflowersusedtodecoratethevillagetppurpur,dumhe,dumhe,d u m h e,"perhaps refers to 'croton shrubs'; includes /he/ 'stick'; also [dume]; /rum/, based on Grace (1955a); /tete/, based on Ross (1980)",BarlowKillian2023,,,^ d u m h e $,default,"e=dumhe (pl); ka-dumhe (prefix /ka-/), buŋ-dumhe (prefix /buŋ-/)"
tomo1244-1-894_treetopcrownoftree-1,,tomo1244-1,894_treetopcrownoftree,gi,gi,g i,,BarlowKillian2023,,,^ g i $,default,"ŋ=gi (sg); e=gi (pl); ŋ=gi lo-n (3sg)/(sg), e=gi lo-n (3sg)/(pl)"
tomo1244-1-73_arecoidpalmtplimbum-1,,tomo1244-1,73_arecoidpalmtplimbum,glep,glep,g l e p,,BarlowKillian2023,,,^ g l e p $,default,"e=glep (pl), da-glep [daglep ~ daŋglep] (prefix /da-/)"
tomo1244-1-904_vegetablesgenerictpkumu-1,,tomo1244-1,904_vegetablesgenerictpkumu,gom,gom,g o m,or is /ŋ/ part of root: /ŋgom/?,BarlowKillian2023,,,^ g o m $,default,"ŋ=gom (sg), e=gom [eŋgom] (pl); ka-gom (prefix /ka-/), ra-gom (prefix /ra-/)"
tomo1244-1-957_yamspwildyam-1,,tomo1244-1,957_yamspwildyam,halok,halok,h a l o k,,BarlowKillian2023,,,^ h a l o k $,default,
tomo1244-1-569_plantsp-2,,tomo1244-1,569_plantsp,harer,harer,h a r e r,,BarlowKillian2023,,,^ h a r e r $,default,
tomo1244-1-676_stick-1,,tomo1244-1,676_stick,he,he,h e,same as 'voice'?,BarlowKillian2023,,,^ h e $,default,"e=he (pl), ka-he (prefix /ka-/), e=ka-he (pl)"
tomo1244-1-949_yam-1,,tomo1244-1,949_yam,hean,hean,h e a n,also /hian/; cf. Grace (1955a): <buŋe̯an>,BarlowKillian2023,,,^ h e a n $,default,"ne=hean (sg), e=hean (pl); buŋ-hean [buŋhean ~ buŋean] (prefix /buŋ-/); la-hean ('piece of yam') (prefix /la-/)"
tomo1244-1-678_stingingnettletpsalat-1,,tomo1244-1,678_stingingnettletpsalat,heblik,heblik,h e b l i k,literally 'stick bad'?,BarlowKillian2023,,,^ h e b l i k $,default,"ka-heblik (prefix /ka-/), ra-heblik (prefix /ra-/)"
tomo1244-1-880_treespcedartree-1,,tomo1244-1,880_treespcedartree,hemto,hemto,h e m t o,,BarlowKillian2023,,,^ h e m t o $,default,ka-hemto (prefix /ka-/)
tomo1244-1-892_treesptahitianchestnuttreetpaila-1,,tomo1244-1,892_treesptahitianchestnuttreetpaila,hep,hep,h e p,,BarlowKillian2023,,,^ h e p $,default,e=hep (pl)
tomo1244-1-878_treesp-1,,tomo1244-1,878_treesp,hetuk,hetuk,h e t u k,does this refer to a Neonauclea tree?; final /k/ is uncertain: is this /hetu/?,BarlowKillian2023,,,^ h e t u k $,default,ka-hetuk (prefix /ka-/)
tomo1244-1-949_yam-2,,tomo1244-1,949_yam,hian,hian,h i a n,also /hean/,BarlowKillian2023,,,^ h i a n $,default,"ne=hian (sg), e=hian (pl); buŋ-hian [buŋhian ~ buŋian] (prefix /buŋ-/), la-hian ('piece of yam') (prefix /la-/)"
tomo1244-1-914_vinerope-1,,tomo1244-1,914_vinerope,hoa,hoa,h o a,same as 'spouse's father'?,BarlowKillian2023,,,^ h o a $,default,e=hoa (pl); ka-hoa (prefix /ka-/); ne=kahoa (sg)
tomo1244-1-461_limetpkambangplural-1,,tomo1244-1,461_limetpkambangplural,hobeŋ,hobeŋ,h o b e ŋ,/h/ might imply plural; cf. /nobeŋ/ lime',BarlowKillian2023,,,^ h o b e ŋ $,default,"n=obeŋ (sg), e=hobeŋ (pl)"
tomo1244-1-694_sweetpotato-1,,tomo1244-1,694_sweetpotato,home,home,h o m e,"also /konaŋe/, based on Grace (1955a)",BarlowKillian2023,,,^ h o m e $,default,"ne=home (sg), e=home (pl); buŋ-home (prefix /buŋ-/), la-home ('piece of sweet potato') (prefix /la-/)"
tomo1244-1-332_fruitspmalayappletplaulau-1,,tomo1244-1,332_fruitspmalayappletplaulau,hopiek,hopiek,h o p i e k,,BarlowKillian2023,,,^ h o p i e k $,default,buŋ-hopiek (prefix /buŋ-/)
tomo1244-1-908_vegetablespcucumber-1,,tomo1244-1,908_vegetablespcucumber,huan,huan,h u a n,,BarlowKillian2023,,,^ h u a n $,default,
tomo1244-1-882_treespfigtreetpfikus-1,,tomo1244-1,882_treespfigtreetpfikus,humri,humri,h u m r i,,BarlowKillian2023,,,^ h u m r i $,default,
tomo1244-1-146_breadfruittree-1,,tomo1244-1,146_breadfruittree,kabiria,kabiria,k a b i r i a,prefix /ka-/ with /biria/ 'breadfruit',BarlowKillian2023,,,^ k a b i r i a $,default,
tomo1244-1-71_arecapalm-1,,tomo1244-1,71_arecapalm,kabu,kabu,k a b u,prefix /ka-/ with /bu/ 'areca nut',BarlowKillian2023,,,^ k a b u $,default,ne=kabu (sg) (prefix /ka-/)
tomo1244-1-952_yamplant-1,,tomo1244-1,952_yamplant,kahian,kahian,k a h i a n,prefix /ka-/ with /hian/ 'yam',BarlowKillian2023,,,^ k a h i a n $,default,
tomo1244-1-191_coconutpalm-1,,tomo1244-1,191_coconutpalm,kalme,kalme,k a l m e,prefix /ka-/ with /lme/ 'coconut',BarlowKillian2023,,,^ k a l m e $,default,e=kalme (pl) (prefix /ka-/)
tomo1244-1-705_tarosppurpletaro-1,,tomo1244-1,705_tarosppurpletaro,kalolae,kalolae,k a l o l a e,prefix /ka-/?,BarlowKillian2023,,,^ k a l o l a e $,default,
tomo1244-1-959_yamthorn-1,,tomo1244-1,959_yamthorn,kalβek,kalβek,k a l β e k,prefix /ka-/?; cf. /noβek/ 'Jew's harp',BarlowKillian2023,,,^ k a l β e k $,default,
tomo1244-1-92_bananaplant-1,,tomo1244-1,92_bananaplant,kamao,kamao,k a m a o,prefix /ka-/ with /mao/ 'banana',BarlowKillian2023,,,^ k a m a o $,default,e=kamao (pl) (prefix /ka-/)
tomo1244-1-700_tallgingertpgorgor-1,,tomo1244-1,700_tallgingertpgorgor,karo,karo,k a r o,prefix /ka-/?,BarlowKillian2023,,,^ k a r o $,default,e=karo (pl); buŋ-karo ('group of tall ginger') (prefix /buŋ-/)
tomo1244-1-570_plantspplantusedasperfume-1,,tomo1244-1,570_plantspplantusedasperfume,karuŋ,karuŋ,k a r u ŋ,prefix /ka-/?,BarlowKillian2023,,,^ k a r u ŋ $,default,
tomo1244-1-110_betelpeppervinetpropdaka-1,,tomo1244-1,110_betelpeppervinetpropdaka,kato,kato,k a t o,prefix /ka-/?,BarlowKillian2023,,,^ k a t o $,default,
tomo1244-1-88_bamboo-1,,tomo1244-1,88_bamboo,kaur,kaur,k a u r,"prefix /ka-/?; also /nelku/, based on Ross (1980)",BarlowKillian2023,,,^ k a u r $,default,e=kaur (pl)
tomo1244-1-906_vegetablespamaranthtpaupa-1,,tomo1244-1,906_vegetablespamaranthtpaupa,keket,keket,k e k e t,reduplication?,BarlowKillian2023,,,^ k e k e t $,default,e=keket (pl)
tomo1244-1-96_baseofacoconutshell-1,,tomo1244-1,96_baseofacoconutshell,kobi en bulme,kobi en bulme,k o b i + e n + b u l m e,literally 'bottom of fruit-coconut'?,BarlowKillian2023,,,^ k o b i + e n + b u l m e $,default,ne=kobi en bulme (sg)
tomo1244-1-707_tarospswamptaro-1,,tomo1244-1,707_tarospswamptaro,komama,komama,k o m a m a,reduplication?,BarlowKillian2023,,,^ k o m a m a $,default,
tomo1244-1-888_treespironwoodtreetpkwila-1,,tomo1244-1,888_treespironwoodtreetpkwila,koβa,koβa,k o β a,,BarlowKillian2023,,,^ k o β a $,default,e=koβa (pl)
tomo1244-1-153_buttressrootsp-1,,tomo1244-1,153_buttressrootsp,krie,krie,k r i e,or is this /kri e/?,BarlowKillian2023,,,^ k r i e $,default,
tomo1244-1-910_vegetablespturmeric-1,,tomo1244-1,910_vegetablespturmeric,kuʝaŋ,kuʝaŋ,k u ʝ a ŋ,,BarlowKillian2023,,,^ k u ʝ a ŋ $,default,
tomo1244-1-620_shellcoconutshelleggshell-1,,tomo1244-1,620_shellcoconutshelleggshell,kula,kula,k u l a,,BarlowKillian2023,,,^ k u l a $,default,la-kula (prefix /la-/)
tomo1244-1-228_drinkingcoconuttpkulau-1,,tomo1244-1,228_drinkingcoconuttpkulau,kulau,kulau,k u l a u,loan from Tok Pisin /kulau/ 'drinking coconut',BarlowKillian2023,,,^ k u l a u $,default,buŋ-kulau (prefix /buŋ-/)
tomo1244-1-689_sugarcanesugar-1,,tomo1244-1,689_sugarcanesugar,kunkun,kunkun,k u n k u n,reduplication,BarlowKillian2023,,,^ k u n k u n $,default,"ne=kunkun (sg), e=kunkun (pl); buŋ-kunkun (prefix /buŋ-/)"
tomo1244-1-614_seedfruit-1,,tomo1244-1,614_seedfruit,kure,kure,k u r e,is this usually possessed?,BarlowKillian2023,,,^ k u r e $,default,"ne=kure (sg), e=kure (pl); kure=n (3sg)"
tomo1244-1-480_meatinsidethesproutofacoconut-1,,tomo1244-1,480_meatinsidethesproutofacoconut,kuru,kuru,k u r u,loan from Tok Pisin /kru/ 'sprout'?,BarlowKillian2023,,,^ k u r u $,default,
tomo1244-1-189_coconuthalfhalfashell-1,,tomo1244-1,189_coconuthalfhalfashell,lalme,lalme,l a l m e,prefix /la-/ with /lme/ 'coconut',BarlowKillian2023,,,^ l a l m e $,default,
tomo1244-1-688_suckerofabananapandanusetc-1,,tomo1244-1,688_suckerofabananapandanusetc,lek,lek,l e k,same as 'frog'?,BarlowKillian2023,,,^ l e k $,default,e=lek (pl)
tomo1244-1-350_gingertpkawawar-1,,tomo1244-1,350_gingertpkawawar,lie,lie,l i e,,BarlowKillian2023,,,^ l i e $,default,"e=lie (pl), buŋ-lie (prefix /buŋ-/), ra-lie (prefix /ra-/), e=ralie (pl)"
tomo1244-1-507_mushroom-1,,tomo1244-1,507_mushroom,lieŋ,lieŋ,l i e ŋ,abbreviated form of /palieŋ/ 'ear',BarlowKillian2023,,,^ l i e ŋ $,default,
tomo1244-1-183_coconut-1,,tomo1244-1,183_coconut,lme,lme,l m e,probably never occurs unprefixed,BarlowKillian2023,,,^ l m e $,default,"ne=lme (sg), e=lme (pl); da-lme (prefix /da-/) (e.g., a particularly sweet coconut?)"
tomo1244-1-889_treespislandlycheetpton-1,,tomo1244-1,889_treespislandlycheetpton,mabiu,mabiu,m a b i u,is this different from /mobiu/ 'pine tree'?,BarlowKillian2023,,,^ m a b i u $,default,e=mabiu (pl); ka-mabiu (prefix /ka-/)
tomo1244-1-956_yamspwhiteyamthatisshapedlikeahandle-1,,tomo1244-1,956_yamspwhiteyamthatisshapedlikeahandle,mage,mage,m a g e,pronounced as [mɣe],BarlowKillian2023,,,^ m a g e $,default,
tomo1244-1-905_vegetablesp-1,,tomo1244-1,905_vegetablesp,maʝe,maʝe,m a ʝ e,perhaps refers to 'grinlip' (in Tok Pisin); does this take possessive marking?,BarlowKillian2023,,,^ m a ʝ e $,default,maʝe=n (3sg?); e=maʝe=n (3sg)/(pl)
tomo1244-1-881_treespeucalyptustreetpkumurere-1,,tomo1244-1,881_treespeucalyptustreetpkumurere,makom,makom,m a k o m,,BarlowKillian2023,,,^ m a k o m $,default,
tomo1244-1-696_swordgrasstpkunai-1,,tomo1244-1,696_swordgrasstpkunai,mali,mali,m a l i,,BarlowKillian2023,,,^ m a l i $,default,"e=mali (pl), ra-mali (prefix /ra-/), e=ra-mali (pl)"
tomo1244-1-334_fruitsppapaya-1,,tomo1244-1,334_fruitsppapaya,mamiok,mamiok,m a m i o k,,BarlowKillian2023,,,^ m a m i o k $,default,ka-mamiok (prefix /ka-/)
tomo1244-1-278_fernsp-1,,tomo1244-1,278_fernsp,mandon,mandon,m a n d o n,perhaps refers to 'kumugras' (in Tok Pisin),BarlowKillian2023,,,^ m a n d o n $,default,ra-mandon (prefix /ra-/)
tomo1244-1-89_banana-1,,tomo1244-1,89_banana,mao,mao,m a o,is this /mau/ or /mao/?,BarlowKillian2023,,,^ m a o $,default,"m=mao (sg), ne=mao (sg), ro=mao (du), e=mao (pl)"
tomo1244-1-887_treespindiancoraltpbalbal-1,,tomo1244-1,887_treespindiancoraltpbalbal,mdip,mdip,m d i p,Simon Mangil: <mdip>,BarlowKillian2023,,,^ m d i p $,default,"ne=mdip (sg), e=mdip (pl)"
tomo1244-1-954_yamsptpmami-1,,tomo1244-1,954_yamsptpmami,misa,misa,m i s a,,BarlowKillian2023,,,^ m i s a $,default,buŋ-misa (prefix /buŋ-/)
