ID,NUMBER,ENGLISH,CONCEPTICON_ID,CONCEPTICON_GLOSS
BarlowKillian-2023-967-839,839,"to shoot, to stab",1172,SHOOT
BarlowKillian-2023-967-840,840,to sing,1261,SING
BarlowKillian-2023-967-841,841,to sit,1416,SIT
BarlowKillian-2023-967-842,842,to sleep,1585,SLEEP
BarlowKillian-2023-967-843,843,to slice up,,
BarlowKillian-2023-967-844,844,to smell (transitive),1586,SMELL (PERCEIVE)
BarlowKillian-2023-967-845,845,to snore; snore,1983,SNORE
BarlowKillian-2023-967-846,846,"to spit; saliva, spittle",1440,SPIT
BarlowKillian-2023-967-847,847,"to squeeze (e.g., grated coconut)",1414,SQUEEZE
BarlowKillian-2023-967-848,848,"to squeeze (e.g., wet clothing)",1414,SQUEEZE
BarlowKillian-2023-967-849,849,to stab repeatedly,,
BarlowKillian-2023-967-850,850,to stand,1442,STAND
BarlowKillian-2023-967-851,851,"to stay, to be at, to be located at, to live",987,REMAIN
BarlowKillian-2023-967-852,852,to steal,713,STEAL
BarlowKillian-2023-967-853,853,to steal; the evening star,713,STEAL
BarlowKillian-2023-967-854,854,to stink,1587,SMELL (STINK)
BarlowKillian-2023-967-855,855,"to suck; to suckle, to nurse (intransitive)",1421,SUCK
BarlowKillian-2023-967-856,856,"to swell (e.g., skin)",1573,SWELL
BarlowKillian-2023-967-857,857,to swim (of fish),1439,SWIM
BarlowKillian-2023-967-858,858,to swim (of people),1439,SWIM
BarlowKillian-2023-967-859,859,to talk; to speak,2708,TALK
BarlowKillian-2023-967-860,860,to the left when facing the sea,,
BarlowKillian-2023-967-861,861,to the right when facing the sea,,
BarlowKillian-2023-967-862,862,to think,2271,THINK
BarlowKillian-2023-967-863,863,"to throw, to pelt",1456,THROW
BarlowKillian-2023-967-864,864,"to tie, to tie up, to fasten",1917,TIE
BarlowKillian-2023-967-865,865,to turn; to say,1588,TURN
BarlowKillian-2023-967-866,866,to urinate,592,PISS
BarlowKillian-2023-967-867,867,to vomit; vomitus,1278,VOMIT
BarlowKillian-2023-967-868,868,to walk,1443,WALK
BarlowKillian-2023-967-869,869,"to wash, to clean",1453,WASH
BarlowKillian-2023-967-870,870,to yawn,1028,YAWN
BarlowKillian-2023-967-871,871,transitive suffix,,
BarlowKillian-2023-967-872,872,transitive suffix (?),,
BarlowKillian-2023-967-873,873,"trap, trap for catching land animals",3320,SNARE (TRAP)
BarlowKillian-2023-967-874,874,"trash, garbage; dirty",909,GARBAGE
BarlowKillian-2023-967-875,875,trash pile,,
BarlowKillian-2023-967-876,876,tree,906,TREE
BarlowKillian-2023-967-877,877,tree sp.,,
BarlowKillian-2023-967-878,878,"tree sp. (Canarium tree, galip nut)",,
BarlowKillian-2023-967-879,879,tree sp. (cedar tree),,
BarlowKillian-2023-967-880,880,tree sp. (eucalyptus tree; TP: kumurere),3007,EUCALYPT
BarlowKillian-2023-967-881,881,tree sp. (fig tree; TP: fikus),,
BarlowKillian-2023-967-882,882,tree sp. (hardwood tree [New Guinea teak?]; TP: garamut),,
BarlowKillian-2023-967-883,883,"tree sp. (hardwood tree, TP: kalopilum)",,
BarlowKillian-2023-967-884,884,tree sp. (hibiscus tree; TP: mangas),,
BarlowKillian-2023-967-885,885,tree sp. (ilimo tree; TP: erima),,
BarlowKillian-2023-967-886,886,tree sp. (Indian coral; TP: balbal),,
BarlowKillian-2023-967-887,887,tree sp. (ironwood tree; TP: kwila),,
BarlowKillian-2023-967-888,888,tree sp. (island lychee; TP: ton),,
BarlowKillian-2023-967-889,889,tree sp. (pine tree),1740,PINE
BarlowKillian-2023-967-890,890,tree sp. (sea almond tree; TP: talis),,
BarlowKillian-2023-967-891,891,tree sp. (Tahitian chestnut tree; TP: aila),,
BarlowKillian-2023-967-892,892,tree sp. (walnut tree),2042,WALNUT
BarlowKillian-2023-967-893,893,"treetop, crown (of tree)",3036,TREETOP
BarlowKillian-2023-967-894,894,"true, correct",1657,TRUE
BarlowKillian-2023-967-895,895,turtle,112,TURTLE
BarlowKillian-2023-967-896,896,tusk,3280,TUSK
BarlowKillian-2023-967-897,897,two (2),1498,TWO
BarlowKillian-2023-967-898,898,umbilical cord,2663,UMBILICAL CORD
BarlowKillian-2023-967-899,899,"under, below",1485,BELOW OR UNDER
BarlowKillian-2023-967-900,900,"up, upwards",1591,UP
BarlowKillian-2023-967-901,901,urine,1142,URINE
BarlowKillian-2023-967-902,902,"uterus, womb",804,WOMB
BarlowKillian-2023-967-903,903,vegetables (generic; TP: kumu),924,VEGETABLES
BarlowKillian-2023-967-904,904,vegetable sp.,,
BarlowKillian-2023-967-905,905,vegetable sp. (amaranth; TP: aupa),,
BarlowKillian-2023-967-906,906,vegetable sp. (bean with black seeds),,
BarlowKillian-2023-967-907,907,vegetable sp. (cucumber),496,CUCUMBER
BarlowKillian-2023-967-908,908,vegetable sp. (TP: aibika),,
BarlowKillian-2023-967-909,909,vegetable sp. (turmeric),2842,TURMERIC
BarlowKillian-2023-967-910,910,vein; thread,1924,VEIN
BarlowKillian-2023-967-911,911,very,1311,VERY
BarlowKillian-2023-967-912,912,village,930,VILLAGE
BarlowKillian-2023-967-913,913,vine; rope,343,VINE
BarlowKillian-2023-967-914,914,vine sp. (vine used to make fishing hooks),,
BarlowKillian-2023-967-915,915,vine sp. (vine with thorns used to make needles),,
BarlowKillian-2023-967-916,916,"vulva, vagina",1837,VULVA
BarlowKillian-2023-967-917,917,walking stick,1296,WALKING STICK
BarlowKillian-2023-967-918,918,wall,3830,WALL
BarlowKillian-2023-967-919,919,wallaby,165,WALLABY
BarlowKillian-2023-967-920,920,"water, river; milk",948,WATER
BarlowKillian-2023-967-921,921,wave,978,WAVE
BarlowKillian-2023-967-922,922,"weak, sad",1601,WEAK
BarlowKillian-2023-967-923,923,wet,1726,WET
BarlowKillian-2023-967-924,924,what?,1236,WHAT
BarlowKillian-2023-967-925,925,when?,1238,WHEN
BarlowKillian-2023-967-926,926,where?,1237,WHERE
BarlowKillian-2023-967-927,927,"where from?, whence?",,
BarlowKillian-2023-967-928,928,"where to?, whither?",2928,WHITHER (WHERE TO)
BarlowKillian-2023-967-929,929,whirlpool,1982,WHIRLPOOL
BarlowKillian-2023-967-930,930,white,1335,WHITE
BarlowKillian-2023-967-931,931,white woman (?),2840,WHITE WOMAN
BarlowKillian-2023-967-932,932,who?,1235,WHO
BarlowKillian-2023-967-933,933,"whole, entire; bunch (e.g., of coconuts, areca nuts, bananas)",2277,WHOLE
BarlowKillian-2023-967-934,934,why?,1270,WHY
BarlowKillian-2023-967-935,935,wide,1243,WIDE
BarlowKillian-2023-967-936,936,wife,1199,WIFE
BarlowKillian-2023-967-937,937,wild betel pepper,,
BarlowKillian-2023-967-938,938,wind; heart,960,WIND
BarlowKillian-2023-967-939,939,wing,1257,WING
BarlowKillian-2023-967-940,940,with (instrumental preposition); of (in 'full of'),,
BarlowKillian-2023-967-941,941,"woman, older girl; female",962,WOMAN
BarlowKillian-2023-967-942,942,[woman's name],,
BarlowKillian-2023-967-943,943,"women, older girls; females (plural)",962,WOMAN
BarlowKillian-2023-967-944,944,work,1086,WORK (ACTIVITY)
BarlowKillian-2023-967-945,945,"worm sp., earthworm sp.",1219,WORM
BarlowKillian-2023-967-946,946,"worry, problem, concern",,
BarlowKillian-2023-967-947,947,wrist,799,WRIST
BarlowKillian-2023-967-948,948,yam,410,YAM
BarlowKillian-2023-967-949,949,yam leaf,,
BarlowKillian-2023-967-950,950,yam mound,,
BarlowKillian-2023-967-951,951,yam plant,,
BarlowKillian-2023-967-952,952,yam sp. (purple yam),,
BarlowKillian-2023-967-953,953,yam sp. (TP: mami),,
BarlowKillian-2023-967-954,954,yam sp. (white-and-yellow yam),,
BarlowKillian-2023-967-955,955,yam sp. (white yam that is shaped like a handle),,
BarlowKillian-2023-967-956,956,yam sp. (wild yam),,
BarlowKillian-2023-967-957,957,yam sp. (yam shaped like a coiling snake),,
BarlowKillian-2023-967-958,958,yam thorn,,
BarlowKillian-2023-967-959,959,year; peace ceremony,1226,YEAR
BarlowKillian-2023-967-960,960,yellow,1424,YELLOW
BarlowKillian-2023-967-961,961,yes (affirmative response),1268,YES
BarlowKillian-2023-967-962,962,yesterday,1174,YESTERDAY
BarlowKillian-2023-967-963,963,young areca palm,,
BarlowKillian-2023-967-964,964,younger brother,1760,YOUNGER BROTHER
BarlowKillian-2023-967-965,965,younger sister,1761,YOUNGER SISTER
BarlowKillian-2023-967-966,966,"young, new, unripe, immature",1207,YOUNG
